id,component,cluster_louvain,cluster_leiden,degree,closeness,eigen_centrality,Label,core_work,oa_id,sdgs
5687,0,5,1,37,0.3745782039873505,0.0044893757836333,https://openalex.org/W2619693065,1,https://openalex.org/W2619693065,Climate action
2788,0,4,4,10,0.321999654375371,0.0003750436878822,https://openalex.org/W2065081898,1,https://openalex.org/W2065081898,Climate action
3160,0,4,4,70,0.3829434091849185,0.0033890083258755,https://openalex.org/W2046692172,1,https://openalex.org/W2046692172,
3941,0,4,4,36,0.3891628446957941,0.0043066481545969,https://openalex.org/W2788025844,1,https://openalex.org/W2788025844,Life below water
4655,0,4,4,16,0.3625980380764353,0.0014883282977027,https://openalex.org/W1996751290,1,https://openalex.org/W1996751290,Climate action
4740,0,4,4,14,0.3629818158504132,0.0010103833611054,https://openalex.org/W212334384,1,https://openalex.org/W212334384,Climate action
5368,0,4,2,121,0.4271188690130534,0.0142178502706089,https://openalex.org/W2025461245,1,https://openalex.org/W2025461245,Life below water
26,0,6,2,57,0.4021102235241607,0.012461270619672,https://openalex.org/W2303085131,1,https://openalex.org/W2303085131,Climate action
161,0,6,2,147,0.4185823564124416,0.0295815981873704,https://openalex.org/W2130423791,1,https://openalex.org/W2130423791,Life below water
935,0,3,3,400,0.4575713901109653,0.0354828144610198,https://openalex.org/W2009225674,1,https://openalex.org/W2009225674,Climate action
1707,0,6,2,545,0.4715706523041162,0.087513444520662,https://openalex.org/W2022434142,1,https://openalex.org/W2022434142,Life below water
2196,0,6,2,585,0.4768157899036059,0.0892483909547914,https://openalex.org/W1966210493,1,https://openalex.org/W1966210493,Life below water
2532,0,6,2,285,0.4315190398089569,0.0505083218214707,https://openalex.org/W2131872197,1,https://openalex.org/W2131872197,Life below water
2622,0,6,2,278,0.446077238453028,0.0548624334529644,https://openalex.org/W2093807014,1,https://openalex.org/W2093807014,Life below water
3256,0,5,2,279,0.445895994653884,0.0529909772511273,https://openalex.org/W2028200333,1,https://openalex.org/W2028200333,Life below water
3447,0,6,2,481,0.4645048768484464,0.0797317646030801,https://openalex.org/W1971799755,1,https://openalex.org/W1971799755,Life below water
4734,0,0,1,179,0.4188059922310103,0.0270292039382702,https://openalex.org/W2150181064,1,https://openalex.org/W2150181064,Life below water
5276,0,6,2,163,0.4341479634631455,0.0285118387674939,https://openalex.org/W1919925737,1,https://openalex.org/W1919925737,Life below water
5329,0,6,2,109,0.411982589549568,0.0234100622614944,https://openalex.org/W1981102897,1,https://openalex.org/W1981102897,Life below water
5367,0,6,1,83,0.4196387358680557,0.0168822860183454,https://openalex.org/W1931589039,1,https://openalex.org/W1931589039,Life below water
5405,0,6,1,159,0.4307737564932247,0.0272965795209061,https://openalex.org/W1996140761,1,https://openalex.org/W1996140761,Climate action
5478,0,6,2,63,0.4099205222031,0.0117826538849848,https://openalex.org/W2022354499,1,https://openalex.org/W2022354499,Life below water
5481,0,6,2,56,0.4021691666821091,0.0116974031147133,https://openalex.org/W2030925005,1,https://openalex.org/W2030925005,
5499,0,6,2,64,0.4100124120309869,0.0133625521833249,https://openalex.org/W2016462234,1,https://openalex.org/W2016462234,Climate action
5817,0,6,2,43,0.4080003056145956,0.0093376274541925,https://openalex.org/W1877005220,1,https://openalex.org/W1877005220,Life below water
386,0,4,4,29,0.369035988311971,0.0017703819235022,https://openalex.org/W2067213294,1,https://openalex.org/W2067213294,Life below water
375,0,1,0,43,0.3975940953706758,0.004871865016414,https://openalex.org/W2021140049,1,https://openalex.org/W2021140049,Life below water
2872,0,1,0,67,0.3884190635103487,0.0048029699109432,https://openalex.org/W2121407182,1,https://openalex.org/W2121407182,Life below water
3739,0,0,0,196,0.4303008242009643,0.0240636468821002,https://openalex.org/W2291098356,1,https://openalex.org/W2291098356,Life below water
3834,0,0,0,69,0.4131302597659009,0.0074153376246057,https://openalex.org/W2001600242,1,https://openalex.org/W2001600242,Life below water
3852,0,0,0,65,0.4083950662556339,0.0076601216638222,https://openalex.org/W2050368471,1,https://openalex.org/W2050368471,Climate action
3881,0,0,0,56,0.391132376520828,0.0050194840763823,https://openalex.org/W2126302259,1,https://openalex.org/W2126302259,Life below water
3885,0,0,0,95,0.4150363898502909,0.0099346338068208,https://openalex.org/W2343509963,1,https://openalex.org/W2343509963,Life below water
3892,0,0,0,87,0.4100736948068677,0.0088981460023072,https://openalex.org/W2256517354,1,https://openalex.org/W2256517354,Life below water
3893,0,0,0,127,0.4134103902818275,0.010250293336463,https://openalex.org/W2325349087,1,https://openalex.org/W2325349087,Life below water
3907,0,0,0,19,0.3374659354373122,0.0010548353458435,https://openalex.org/W1943493776,1,https://openalex.org/W1943493776,Life below water
3933,0,0,0,47,0.3858245050070803,0.0039205987450698,https://openalex.org/W2113793068,1,https://openalex.org/W2113793068,Life below water
3976,0,0,0,105,0.4120444627326497,0.0103765640158141,https://openalex.org/W2015589109,1,https://openalex.org/W2015589109,Life below water
3977,0,1,0,62,0.396301900202997,0.0042099926578682,https://openalex.org/W2163778309,1,https://openalex.org/W2163778309,Life below water
4068,0,1,0,87,0.4145660403604334,0.0077303820757611,https://openalex.org/W2607336221,1,https://openalex.org/W2607336221,
4069,0,0,1,123,0.432130737928075,0.0143545189158372,https://openalex.org/W2085167193,1,https://openalex.org/W2085167193,Life below water
4074,0,0,0,86,0.3986628967023174,0.007143979257864,https://openalex.org/W1751619112,1,https://openalex.org/W1751619112,Life below water
4119,0,0,0,67,0.4127883931550964,0.0064268971450842,https://openalex.org/W2339148606,1,https://openalex.org/W2339148606,Life below water
4125,0,0,0,168,0.4318926493672331,0.0157869514348889,https://openalex.org/W1552069903,1,https://openalex.org/W1552069903,Life below water
