Source,Target,Type,Id,Label,Weight
3423,4530,Directed,705706,,1
3364,4530,Directed,704047,,1
3175,4530,Directed,697503,,1
3157,4530,Directed,696664,,2
3107,4530,Directed,694665,,2
3072,4530,Directed,693689,,2
3047,4530,Directed,692402,,2
2928,4530,Directed,686377,,1
2913,4530,Directed,685686,,2
2872,4530,Directed,684374,,3
2747,4530,Directed,679390,,1
2743,4530,Directed,679330,,1
2740,4530,Directed,679139,,1
2723,4530,Directed,678218,,1
2657,4530,Directed,675434,,1
2638,4530,Directed,674811,,1
2614,4530,Directed,673150,,1
2227,4530,Directed,661059,,2
1966,4530,Directed,649058,,1
1951,4530,Directed,647914,,1
1825,4530,Directed,644070,,1
1339,4530,Directed,620354,,1
1034,4530,Directed,605795,,1
263,4530,Directed,589418,,1
262,4530,Directed,589373,,1
255,4530,Directed,588964,,1
237,4530,Directed,588037,,1
215,4530,Directed,587689,,1
160,4530,Directed,584268,,1
132,4530,Directed,582578,,1
131,4530,Directed,582469,,1
122,4530,Directed,581620,,1
106,4530,Directed,579633,,3
101,4530,Directed,578459,,5
39,4530,Directed,577709,,2
28,4530,Directed,577292,,1
4581,5769,Directed,732705,,1
4581,5686,Directed,732702,,1
4581,5682,Directed,732701,,2
4581,5668,Directed,732700,,2
4581,5638,Directed,732699,,1
4581,5608,Directed,732696,,1
4581,5581,Directed,732694,,3
4581,5580,Directed,732693,,1
4581,5576,Directed,732691,,3
4581,5575,Directed,732690,,1
4581,5557,Directed,732689,,1
4581,5546,Directed,732688,,2
4581,5544,Directed,732687,,1
4581,5455,Directed,732685,,1
4581,5422,Directed,732683,,1
4581,5417,Directed,732682,,1
4581,5409,Directed,732681,,1
4581,5406,Directed,732680,,1
4581,5375,Directed,732678,,1
4581,5335,Directed,732676,,1
4581,5323,Directed,732675,,1
4581,5322,Directed,732674,,1
4581,5321,Directed,732673,,2
4581,5317,Directed,732671,,1
4581,5316,Directed,732670,,2
4581,5304,Directed,732668,,2
4581,5271,Directed,732666,,5
4581,5248,Directed,732663,,1
4581,5240,Directed,732662,,2
4581,5230,Directed,732660,,4
4581,5197,Directed,732659,,1
4581,5189,Directed,732658,,1
4581,5187,Directed,732657,,2
4581,5184,Directed,732656,,3
4581,5093,Directed,732655,,5
4581,5064,Directed,732653,,1
4581,4966,Directed,732652,,1
4581,4905,Directed,732650,,1
4581,4873,Directed,732649,,1
4581,4823,Directed,732647,,1
4581,4811,Directed,732646,,1
4581,4779,Directed,732645,,1
4581,4671,Directed,732642,,1
4581,4586,Directed,732641,,4
4581,709,Directed,732639,,1
5664,4581,Directed,748057,,1
5588,4581,Directed,747363,,1
5409,4581,Directed,745141,,1
5364,4581,Directed,744281,,1
5316,4581,Directed,743368,,1
5154,4581,Directed,740265,,1
5036,4581,Directed,738825,,1
4829,4581,Directed,736236,,1
4586,4581,Directed,732757,,1
4447,4581,Directed,730179,,1
4441,4581,Directed,730042,,1
4438,4581,Directed,729857,,1
4337,4581,Directed,727659,,2
4276,4581,Directed,726392,,1
4231,4581,Directed,725280,,1
4224,4581,Directed,725146,,1
4176,4581,Directed,724057,,1
4158,4581,Directed,723551,,2
4155,4581,Directed,723381,,1
4134,4581,Directed,723166,,1
4117,4581,Directed,722665,,1
4074,4581,Directed,721597,,1
3976,4581,Directed,718851,,1
3931,4581,Directed,717914,,1
3929,4581,Directed,717877,,1
3917,4581,Directed,717349,,1
3893,4581,Directed,716753,,3
3892,4581,Directed,716691,,1
3881,4581,Directed,716384,,2
3840,4581,Directed,714962,,1
3839,4581,Directed,714886,,1
3807,4581,Directed,714180,,1
3789,4581,Directed,713740,,1
2614,4581,Directed,673151,,1
2600,4581,Directed,672817,,1
1691,4581,Directed,638019,,1
1681,4581,Directed,637722,,1
1675,4581,Directed,637281,,1
1664,4581,Directed,636915,,1
1034,4581,Directed,605796,,1
276,4581,Directed,589883,,1
114,4581,Directed,580712,,3
106,4581,Directed,579639,,3
101,4581,Directed,578465,,3
4630,5941,Directed,733324,,1
4630,5668,Directed,733320,,1
4630,5575,Directed,733317,,2
4630,5534,Directed,733314,,1
4630,5101,Directed,733297,,1
4630,5048,Directed,733293,,1
4630,5004,Directed,733292,,1
4630,5002,Directed,733291,,1
4630,4997,Directed,733290,,1
4630,4987,Directed,733289,,1
4630,4983,Directed,733288,,1
4630,4967,Directed,733286,,1
4630,4959,Directed,733285,,1
4630,4953,Directed,733282,,1
4630,4866,Directed,733280,,1
4630,4861,Directed,733279,,1
4630,4848,Directed,733277,,1
4630,4811,Directed,733275,,4
4630,4779,Directed,733274,,1
4630,4741,Directed,733272,,1
4630,4730,Directed,733270,,1
4630,4720,Directed,733268,,2
4630,4698,Directed,733265,,1
4630,4691,Directed,733264,,1
4630,4685,Directed,733263,,1
4630,4660,Directed,733262,,1
4630,4642,Directed,733261,,1
4630,3975,Directed,733257,,1
4630,262,Directed,733252,,1
4630,106,Directed,733250,,1
4630,102,Directed,733249,,1
5057,4630,Directed,739082,,1
5004,4630,Directed,738621,,1
4720,4630,Directed,734633,,1
4624,4630,Directed,733129,,1
4589,4630,Directed,732812,,1
4562,4630,Directed,732308,,1
4559,4630,Directed,732272,,1
4541,4630,Directed,731940,,1
4508,4630,Directed,731378,,1
4437,4630,Directed,729824,,1
4436,4630,Directed,729799,,1
4307,4630,Directed,727275,,1
4302,4630,Directed,727023,,1
4299,4630,Directed,726873,,1
4296,4630,Directed,726792,,2
4256,4630,Directed,725953,,1
4227,4630,Directed,725182,,2
4215,4630,Directed,725037,,1
4203,4630,Directed,724493,,1
4181,4630,Directed,724111,,1
4115,4630,Directed,722568,,1
4112,4630,Directed,722498,,1
4109,4630,Directed,722188,,2
4042,4630,Directed,720576,,1
4028,4630,Directed,720362,,1
4023,4630,Directed,720219,,1
4002,4630,Directed,719554,,1
3981,4630,Directed,718975,,1
3978,4630,Directed,718935,,1
3897,4630,Directed,716924,,1
3891,4630,Directed,716643,,1
3873,4630,Directed,715717,,1
3859,4630,Directed,715534,,1
3846,4630,Directed,715237,,2
3841,4630,Directed,715070,,1
3840,4630,Directed,714964,,1
3743,4630,Directed,712895,,1
3739,4630,Directed,712691,,2
3494,4630,Directed,707159,,1
3220,4630,Directed,699170,,1
1951,4630,Directed,647921,,1
1734,4630,Directed,640060,,1
1682,4630,Directed,637838,,1
255,4630,Directed,588971,,1
106,4630,Directed,579644,,1
101,4630,Directed,578471,,2
4730,5863,Directed,734892,,1
4730,5575,Directed,734888,,2
4730,4987,Directed,734884,,1
4730,4959,Directed,734883,,1
4730,4909,Directed,734879,,1
4730,4867,Directed,734878,,1
4730,4856,Directed,734877,,1
4730,4811,Directed,734875,,1
4730,4791,Directed,734874,,1
4730,4733,Directed,734873,,1
4814,4730,Directed,735996,,1
4720,4730,Directed,734637,,1
4625,4730,Directed,733176,,1
4582,4730,Directed,732714,,1
4541,4730,Directed,731945,,1
4413,4730,Directed,729314,,1
4256,4730,Directed,725960,,1
3834,4730,Directed,714660,,1
3561,4730,Directed,709067,,1
1249,4730,Directed,615866,,1
262,4730,Directed,589381,,1
101,4730,Directed,578483,,2
4811,5933,Directed,735967,,1
4811,5575,Directed,735957,,1
4811,5229,Directed,735941,,1
4811,5180,Directed,735937,,1
4811,5140,Directed,735935,,1
4811,5064,Directed,735931,,2
4811,5049,Directed,735930,,1
4811,5048,Directed,735929,,2
4811,5045,Directed,735928,,1
4811,5029,Directed,735925,,1
4811,5002,Directed,735924,,1
4811,4987,Directed,735923,,2
4811,4986,Directed,735922,,1
4811,4968,Directed,735920,,1
4811,4963,Directed,735919,,1
4811,4959,Directed,735918,,1
4811,4953,Directed,735915,,2
4811,4913,Directed,735913,,1
4811,4910,Directed,735912,,2
4811,4905,Directed,735911,,1
4811,4872,Directed,735910,,1
4811,4870,Directed,735909,,1
4811,4828,Directed,735906,,1
4811,4823,Directed,735905,,2
4811,91,Directed,735901,,1
4765,4811,Directed,735363,,1
4721,4811,Directed,734676,,1
4720,4811,Directed,734640,,1
4685,4811,Directed,733984,,1
4675,4811,Directed,733839,,1
4670,4811,Directed,733758,,1
4645,4811,Directed,733521,,1
4615,4811,Directed,733045,,1
4576,4811,Directed,732445,,1
4546,4811,Directed,732029,,2
4544,4811,Directed,731989,,1
4540,4811,Directed,731922,,1
4528,4811,Directed,731635,,1
4508,4811,Directed,731382,,1
4491,4811,Directed,731044,,2
4407,4811,Directed,729256,,1
4378,4811,Directed,728277,,1
4337,4811,Directed,727662,,1
4320,4811,Directed,727474,,1
4299,4811,Directed,726882,,1
4256,4811,Directed,725966,,2
4231,4811,Directed,725287,,2
4229,4811,Directed,725232,,1
4227,4811,Directed,725186,,1
4226,4811,Directed,725172,,1
4215,4811,Directed,725039,,2
4200,4811,Directed,724268,,1
4176,4811,Directed,724061,,1
4168,4811,Directed,723835,,1
4164,4811,Directed,723735,,1
4160,4811,Directed,723596,,1
4158,4811,Directed,723559,,1
4155,4811,Directed,723388,,1
4154,4811,Directed,723368,,1
4134,4811,Directed,723177,,2
4126,4811,Directed,723009,,1
4116,4811,Directed,722640,,1
4115,4811,Directed,722575,,2
4111,4811,Directed,722435,,1
4074,4811,Directed,721604,,1
4068,4811,Directed,721420,,1
4056,4811,Directed,720763,,1
4050,4811,Directed,720692,,1
4017,4811,Directed,719904,,1
4002,4811,Directed,719564,,1
3994,4811,Directed,719454,,1
3976,4811,Directed,718860,,3
3966,4811,Directed,718238,,2
3931,4811,Directed,717920,,1
3930,4811,Directed,717888,,1
3908,4811,Directed,717242,,1
3893,4811,Directed,716764,,3
3892,4811,Directed,716696,,2
3882,4811,Directed,716442,,2
3881,4811,Directed,716389,,1
3846,4811,Directed,715246,,1
3841,4811,Directed,715078,,2
3840,4811,Directed,714974,,2
3839,4811,Directed,714891,,1
3838,4811,Directed,714821,,1
3833,4811,Directed,714608,,2
3782,4811,Directed,713498,,1
3774,4811,Directed,713263,,1
3751,4811,Directed,713057,,1
3743,4811,Directed,712903,,1
3739,4811,Directed,712701,,3
3737,4811,Directed,712592,,1
3712,4811,Directed,712113,,1
3622,4811,Directed,710154,,1
3498,4811,Directed,707526,,1
3369,4811,Directed,704159,,1
2913,4811,Directed,685696,,1
2795,4811,Directed,681100,,1
2743,4811,Directed,679339,,1
2638,4811,Directed,674819,,1
2227,4811,Directed,661071,,1
1966,4811,Directed,649070,,1
1933,4811,Directed,647703,,1
1917,4811,Directed,647449,,1
1825,4811,Directed,644083,,1
1686,4811,Directed,637918,,1
1682,4811,Directed,637849,,1
1664,4811,Directed,636919,,2
276,4811,Directed,589889,,2
255,4811,Directed,588982,,2
160,4811,Directed,584279,,1
132,4811,Directed,582591,,1
131,4811,Directed,582482,,1
122,4811,Directed,581629,,1
110,4811,Directed,580388,,1
106,4811,Directed,579661,,1
101,4811,Directed,578489,,2
39,4811,Directed,577724,,3
28,4811,Directed,577308,,1
4959,5668,Directed,737966,,2
4959,5603,Directed,737965,,1
4959,5594,Directed,737964,,1
4959,5577,Directed,737961,,1
4959,5575,Directed,737960,,3
4959,5026,Directed,737952,,1
4959,4987,Directed,737951,,1
4959,4975,Directed,737950,,1
4959,4969,Directed,737949,,1
5605,4959,Directed,747514,,1
5014,4959,Directed,738721,,1
4969,4959,Directed,738181,,1
4943,4959,Directed,737553,,1
4873,4959,Directed,736853,,1
4859,4959,Directed,736709,,1
4827,4959,Directed,736206,,2
4776,4959,Directed,735535,,1
4720,4959,Directed,734645,,4
4718,4959,Directed,734583,,1
4629,4959,Directed,733243,,1
4591,4959,Directed,732837,,1
4376,4959,Directed,728252,,1
4347,4959,Directed,727934,,1
4324,4959,Directed,727538,,1
4316,4959,Directed,727406,,1
4255,4959,Directed,725901,,2
4177,4959,Directed,724076,,2
4172,4959,Directed,724002,,1
4119,4959,Directed,722713,,1
4112,4959,Directed,722511,,1
4083,4959,Directed,721722,,1
4040,4959,Directed,720553,,1
3873,4959,Directed,715746,,1
3846,4959,Directed,715251,,1
3157,4959,Directed,696688,,1
3072,4959,Directed,693691,,1
3047,4959,Directed,692403,,1
2899,4959,Directed,685337,,1
1966,4959,Directed,649075,,1
1833,4959,Directed,644255,,1
1808,4959,Directed,643066,,1
1475,4959,Directed,627451,,1
1453,4959,Directed,626260,,1
1304,4959,Directed,618489,,1
1166,4959,Directed,610890,,1
249,4959,Directed,588463,,1
169,4959,Directed,585094,,1
131,4959,Directed,582490,,1
115,4959,Directed,580779,,2
106,4959,Directed,579673,,1
101,4959,Directed,578508,,2
4966,5769,Directed,738146,,1
4966,5682,Directed,738141,,1
4966,5581,Directed,738135,,1
4966,5576,Directed,738133,,1
4966,5575,Directed,738132,,1
4966,5557,Directed,738131,,1
4966,5544,Directed,738130,,1
4966,5422,Directed,738128,,1
4966,5370,Directed,738126,,1
4966,5321,Directed,738123,,1
4966,5317,Directed,738121,,1
4966,5271,Directed,738120,,1
4966,5240,Directed,738118,,1
4966,5230,Directed,738117,,1
4966,5187,Directed,738115,,1
4966,5007,Directed,738111,,1
4966,4983,Directed,738110,,1
4966,4974,Directed,738109,,1
4966,4733,Directed,738107,,1
4966,4718,Directed,738106,,1
4966,4612,Directed,738105,,1
4966,4501,Directed,738104,,1
4966,4441,Directed,738103,,1
4966,4438,Directed,738102,,1
4966,4431,Directed,738101,,1
4966,4063,Directed,738100,,1
4966,3988,Directed,738099,,1
4966,3975,Directed,738098,,1
5744,4966,Directed,748784,,1
5316,4966,Directed,743369,,1
4572,4966,Directed,732402,,1
4501,4966,Directed,731286,,1
4175,4966,Directed,724043,,1
4157,4966,Directed,723535,,1
3950,4966,Directed,718117,,1
3897,4966,Directed,716933,,1
3883,4966,Directed,716490,,1
3839,4966,Directed,714897,,1
255,4966,Directed,588990,,1
249,4966,Directed,588464,,1
106,4966,Directed,579676,,1
4987,5575,Directed,738424,,2
4987,5513,Directed,738423,,2
4987,5455,Directed,738422,,1
4987,5305,Directed,738419,,1
4987,5229,Directed,738416,,1
4987,5184,Directed,738415,,1
4987,5140,Directed,738414,,1
4987,5054,Directed,738412,,1
4987,4777,Directed,738408,,1
4987,4255,Directed,738406,,1
4986,4987,Directed,738393,,1
4953,4987,Directed,737752,,1
4910,4987,Directed,737298,,1
4796,4987,Directed,735781,,1
4733,4987,Directed,734963,,1
4720,4987,Directed,734648,,1
4675,4987,Directed,733845,,1
4670,4987,Directed,733772,,2
4645,4987,Directed,733540,,1
4550,4987,Directed,732132,,1
4546,4987,Directed,732039,,2
4491,4987,Directed,731051,,1
4422,4987,Directed,729401,,1
4255,4987,Directed,725904,,2
4231,4987,Directed,725297,,1
4229,4987,Directed,725243,,1
4168,4987,Directed,723844,,1
4138,4987,Directed,723250,,1
4134,4987,Directed,723190,,2
4038,4987,Directed,720511,,1
4017,4987,Directed,719909,,1
3994,4987,Directed,719459,,1
3975,4987,Directed,718798,,1
3966,4987,Directed,718252,,2
3910,4987,Directed,717300,,1
3908,4987,Directed,717254,,2
3841,4987,Directed,715087,,1
3840,4987,Directed,714982,,1
3838,4987,Directed,714826,,1
3789,4987,Directed,713754,,1
3782,4987,Directed,713507,,2
3737,4987,Directed,712599,,1
3627,4987,Directed,710214,,1
3562,4987,Directed,709141,,1
2997,4987,Directed,689649,,1
2743,4987,Directed,679343,,1
2227,4987,Directed,661081,,2
2135,4987,Directed,655558,,1
1966,4987,Directed,649078,,1
1825,4987,Directed,644094,,1
1682,4987,Directed,637856,,1
1158,4987,Directed,610796,,1
131,4987,Directed,582495,,1
101,4987,Directed,578512,,1
39,4987,Directed,577733,,1
28,4987,Directed,577325,,1
5187,5769,Directed,740672,,1
5187,5713,Directed,740669,,1
5187,5686,Directed,740668,,1
5187,5682,Directed,740667,,1
5187,5671,Directed,740666,,1
5187,5664,Directed,740665,,1
5187,5605,Directed,740663,,1
5187,5603,Directed,740662,,2
5187,5581,Directed,740660,,4
5187,5576,Directed,740658,,2
5187,5557,Directed,740657,,1
5187,5455,Directed,740655,,1
5187,5422,Directed,740653,,1
5187,5407,Directed,740652,,1
5187,5406,Directed,740651,,1
5187,5322,Directed,740648,,1
5187,5321,Directed,740647,,2
5187,5317,Directed,740645,,1
5187,5304,Directed,740643,,1
5187,5271,Directed,740642,,4
5187,5248,Directed,740639,,1
5187,5242,Directed,740638,,1
5187,5240,Directed,740637,,2
5187,5230,Directed,740636,,4
5187,5214,Directed,740635,,1
5187,5201,Directed,740634,,1
5187,5197,Directed,740633,,2
5700,5187,Directed,748441,,1
5589,5187,Directed,747374,,1
5576,5187,Directed,747184,,1
5474,5187,Directed,746166,,1
5321,5187,Directed,743569,,1
5316,5187,Directed,743371,,1
5093,5187,Directed,739428,,1
4586,5187,Directed,732760,,1
4293,5187,Directed,726659,,1
5230,5769,Directed,741484,,1
5230,5713,Directed,741482,,1
5230,5700,Directed,741481,,1
5230,5686,Directed,741480,,4
5230,5684,Directed,741479,,2
5230,5682,Directed,741478,,3
5230,5671,Directed,741477,,1
5230,5668,Directed,741476,,3
5230,5605,Directed,741474,,1
5230,5603,Directed,741473,,2
5230,5592,Directed,741472,,1
5230,5581,Directed,741470,,8
5230,5576,Directed,741468,,5
5230,5557,Directed,741467,,1
5230,5546,Directed,741466,,2
5230,5422,Directed,741463,,1
5230,5417,Directed,741462,,1
5230,5409,Directed,741461,,1
5230,5407,Directed,741460,,2
5230,5406,Directed,741459,,2
5230,5375,Directed,741457,,1
5230,5364,Directed,741456,,2
5230,5338,Directed,741454,,1
5230,5335,Directed,741453,,1
5230,5322,Directed,741452,,4
5230,5321,Directed,741451,,4
5230,5317,Directed,741449,,1
5230,5316,Directed,741448,,3
5230,5271,Directed,741446,,6
5230,5248,Directed,741443,,2
5230,5242,Directed,741442,,3
5230,5240,Directed,741441,,3
5230,249,Directed,741437,,1
5700,5230,Directed,748443,,1
5664,5230,Directed,748061,,1
5576,5230,Directed,747186,,1
5516,5230,Directed,746653,,1
5364,5230,Directed,744285,,1
5321,5230,Directed,743570,,1
5316,5230,Directed,743372,,1
5279,5230,Directed,742740,,1
5201,5230,Directed,740915,,2
5197,5230,Directed,740856,,4
5184,5230,Directed,740444,,1
5154,5230,Directed,740268,,1
5092,5230,Directed,739402,,1
4859,5230,Directed,736719,,1
4779,5230,Directed,735586,,1
4592,5230,Directed,732851,,1
4586,5230,Directed,732761,,1
4337,5230,Directed,727668,,1
4295,5230,Directed,726751,,1
4255,5230,Directed,725913,,1
4214,5230,Directed,725029,,1
4158,5230,Directed,723579,,1
3975,5230,Directed,718803,,1
3898,5230,Directed,716957,,1
3893,5230,Directed,716790,,1
3852,5230,Directed,715402,,1
3789,5230,Directed,713757,,1
2614,5230,Directed,673155,,1
2276,5230,Directed,663333,,1
114,5230,Directed,580716,,1
106,5230,Directed,579694,,2
101,5230,Directed,578530,,3
5235,5993,Directed,741662,,1
5235,5682,Directed,741652,,1
5235,5671,Directed,741650,,1
5235,5668,Directed,741649,,1
5235,5375,Directed,741642,,5
5235,5337,Directed,741638,,1
5235,5319,Directed,741637,,1
5235,5317,Directed,741635,,2
5235,5303,Directed,741633,,1
5235,5271,Directed,741631,,1
5713,5235,Directed,748540,,1
5692,5235,Directed,748400,,1
5407,5235,Directed,745116,,1
5229,5235,Directed,741417,,1
4952,5235,Directed,737725,,1
4111,5235,Directed,722459,,1
3801,5235,Directed,714067,,1
3647,5235,Directed,710640,,1
52,5235,Directed,577861,,1
5240,5769,Directed,741819,,1
5240,5686,Directed,741817,,1
5240,5682,Directed,741816,,2
5240,5668,Directed,741815,,1
5240,5605,Directed,741813,,2
5240,5603,Directed,741812,,2
5240,5594,Directed,741811,,1
5240,5581,Directed,741809,,3
5240,5576,Directed,741807,,2
5240,5557,Directed,741806,,1
5240,5546,Directed,741805,,1
5240,5422,Directed,741802,,1
5240,5417,Directed,741801,,1
5240,5409,Directed,741800,,1
5240,5375,Directed,741797,,1
5240,5337,Directed,741795,,1
5240,5335,Directed,741794,,2
5240,5322,Directed,741793,,2
5240,5321,Directed,741792,,2
5240,5317,Directed,741790,,1
5240,5316,Directed,741789,,1
5240,5290,Directed,741787,,1
5240,5271,Directed,741786,,3
5240,5248,Directed,741784,,2
5240,5242,Directed,741783,,3
5581,5240,Directed,747265,,1
5576,5240,Directed,747187,,1
5364,5240,Directed,744287,,1
5316,5240,Directed,743373,,1
5201,5240,Directed,740917,,1
5197,5240,Directed,740858,,1
5142,5240,Directed,740081,,1
4827,5240,Directed,736210,,1
4779,5240,Directed,735588,,1
2614,5240,Directed,673157,,1
1274,5240,Directed,616985,,1
106,5240,Directed,579696,,1
101,5240,Directed,578532,,1
5271,5993,Directed,742560,,1
5271,5769,Directed,742553,,1
5271,5713,Directed,742547,,1
5271,5700,Directed,742546,,1
5271,5686,Directed,742544,,2
5271,5684,Directed,742543,,1
5271,5682,Directed,742542,,5
5271,5671,Directed,742540,,3
5271,5668,Directed,742538,,2
5271,5664,Directed,742537,,1
5271,5638,Directed,742536,,1
5271,5605,Directed,742531,,1
5271,5603,Directed,742530,,3
5271,5592,Directed,742529,,1
5271,5581,Directed,742526,,5
5271,5580,Directed,742525,,1
5271,5576,Directed,742523,,4
5271,5557,Directed,742522,,1
5271,5546,Directed,742521,,1
5271,5422,Directed,742511,,1
5271,5417,Directed,742509,,1
5271,5409,Directed,742506,,1
5271,5407,Directed,742505,,2
5271,5406,Directed,742504,,4
5271,5375,Directed,742501,,2
5271,5364,Directed,742499,,1
5271,5338,Directed,742496,,1
5271,5337,Directed,742495,,1
5271,5335,Directed,742494,,1
5271,5323,Directed,742492,,1
5271,5322,Directed,742491,,2
5271,5321,Directed,742490,,4
5271,5319,Directed,742489,,1
5271,5317,Directed,742487,,1
5271,5316,Directed,742486,,2
5271,5304,Directed,742483,,1
5271,5303,Directed,742482,,1
5713,5271,Directed,748541,,1
5638,5271,Directed,747914,,1
5589,5271,Directed,747376,,1
5588,5271,Directed,747365,,1
5576,5271,Directed,747189,,1
5409,5271,Directed,745143,,1
5364,5271,Directed,744288,,1
5323,5271,Directed,743661,,1
5321,5271,Directed,743571,,1
5316,5271,Directed,743375,,1
5279,5271,Directed,742743,,1
5248,5271,Directed,741908,,2
5242,5271,Directed,741829,,2
5201,5271,Directed,740921,,1
5197,5271,Directed,740862,,3
5184,5271,Directed,740454,,2
4859,5271,Directed,736721,,1
4779,5271,Directed,735589,,2
4586,5271,Directed,732762,,1
4255,5271,Directed,725914,,1
4119,5271,Directed,722718,,1
3975,5271,Directed,718804,,1
3789,5271,Directed,713759,,1
2614,5271,Directed,673158,,1
2276,5271,Directed,663334,,1
1034,5271,Directed,605798,,1
106,5271,Directed,579699,,1
101,5271,Directed,578536,,2
5303,5993,Directed,743125,,1
5303,5682,Directed,743117,,1
5303,5668,Directed,743116,,1
5303,5375,Directed,743110,,1
5303,5337,Directed,743108,,1
5303,5319,Directed,743107,,1
5713,5303,Directed,748542,,1
5317,5993,Directed,743456,,1
5317,5769,Directed,743445,,1
5317,5682,Directed,743443,,1
5317,5581,Directed,743437,,1
5317,5576,Directed,743435,,1
5317,5557,Directed,743434,,1
5317,5422,Directed,743431,,1
5317,5375,Directed,743426,,2
5317,5321,Directed,743421,,1
5316,5317,Directed,743376,,1
5184,5317,Directed,740460,,1
4159,5317,Directed,723585,,1
3841,5317,Directed,715104,,1
52,5317,Directed,577866,,1
5319,5993,Directed,743539,,1
5319,5682,Directed,743533,,1
5319,5668,Directed,743532,,1
5319,5375,Directed,743528,,1
5319,5337,Directed,743525,,1
5713,5319,Directed,748544,,1
5665,5319,Directed,748079,,1
2332,5319,Directed,665027,,1
52,5319,Directed,577868,,1
5321,5769,Directed,743605,,1
5321,5713,Directed,743603,,1
5321,5700,Directed,743602,,1
5321,5686,Directed,743601,,3
5321,5684,Directed,743600,,2
5321,5682,Directed,743599,,2
5321,5671,Directed,743598,,1
5321,5668,Directed,743597,,2
5321,5664,Directed,743596,,1
5321,5603,Directed,743594,,2
5321,5592,Directed,743593,,1
5321,5581,Directed,743591,,5
5321,5576,Directed,743589,,5
5321,5557,Directed,743588,,1
5321,5546,Directed,743587,,1
5321,5422,Directed,743584,,1
5321,5417,Directed,743583,,1
5321,5409,Directed,743582,,1
5321,5407,Directed,743581,,2
5321,5406,Directed,743580,,1
5321,5375,Directed,743578,,1
5321,5364,Directed,743577,,2
5321,5338,Directed,743575,,1
5321,5335,Directed,743574,,1
5321,5322,Directed,743573,,3
5589,5321,Directed,747378,,1
5516,5321,Directed,746657,,1
5364,5321,Directed,744292,,1
5316,5321,Directed,743378,,3
5279,5321,Directed,742746,,1
5248,5321,Directed,741913,,1
5242,5321,Directed,741835,,2
5201,5321,Directed,740924,,1
5197,5321,Directed,740867,,3
4779,5321,Directed,735593,,1
2614,5321,Directed,673162,,1
106,5321,Directed,579705,,1
101,5321,Directed,578542,,1
5337,5993,Directed,743948,,1
5337,5682,Directed,743942,,1
5337,5668,Directed,743940,,1
5337,5603,Directed,743938,,1
5337,5594,Directed,743937,,1
5337,5592,Directed,743936,,1
5337,5417,Directed,743929,,2
5337,5375,Directed,743926,,1
5337,5322,Directed,743924,,1
5713,5337,Directed,748545,,1
5595,5337,Directed,747419,,1
5335,5337,Directed,743887,,1
5322,5337,Directed,743617,,2
5290,5337,Directed,742911,,1
5201,5337,Directed,740926,,1
5184,5337,Directed,740466,,1
5375,5993,Directed,744567,,1
5375,5686,Directed,744557,,1
5375,5682,Directed,744556,,1
5375,5668,Directed,744554,,2
5375,5581,Directed,744551,,1
5375,5576,Directed,744550,,1
5375,5546,Directed,744549,,1
5375,5417,Directed,744545,,1
5375,5409,Directed,744542,,1
5713,5375,Directed,748547,,1
5692,5375,Directed,748401,,1
5364,5375,Directed,744296,,1
5335,5375,Directed,743889,,1
5322,5375,Directed,743622,,1
5316,5375,Directed,743384,,1
5229,5375,Directed,741420,,1
4952,5375,Directed,737728,,1
4779,5375,Directed,735597,,1
4111,5375,Directed,722466,,1
3801,5375,Directed,714069,,1
3647,5375,Directed,710644,,1
2614,5375,Directed,673166,,1
106,5375,Directed,579709,,1
101,5375,Directed,578546,,1
52,5375,Directed,577872,,1
5422,5769,Directed,745401,,2
5422,5682,Directed,745399,,1
5422,5646,Directed,745398,,1
5422,5581,Directed,745395,,1
5422,5576,Directed,745393,,1
5422,5557,Directed,745392,,1
5422,5441,Directed,745390,,1
5748,5422,Directed,748811,,1
5316,5422,Directed,743389,,1
5268,5422,Directed,742187,,1
5557,5769,Directed,747096,,1
5557,5682,Directed,747094,,1
5557,5581,Directed,747091,,1
5557,5576,Directed,747089,,1
5316,5557,Directed,743394,,1
5575,5872,Directed,747173,,1
5575,5608,Directed,747166,,1
5575,5577,Directed,747163,,4
5575,984,Directed,747162,,1
5575,709,Directed,747160,,1
5544,5575,Directed,746985,,1
5455,5575,Directed,745855,,1
5140,5575,Directed,740045,,1
5120,5575,Directed,739838,,1
5045,5575,Directed,738896,,1
5031,5575,Directed,738812,,1
5021,5575,Directed,738761,,1
5012,5575,Directed,738707,,1
5007,5575,Directed,738678,,1
5004,5575,Directed,738629,,1
5002,5575,Directed,738599,,1
4972,5575,Directed,738217,,1
4969,5575,Directed,738196,,1
4968,5575,Directed,738167,,1
4953,5575,Directed,737774,,1
4918,5575,Directed,737372,,1
4909,5575,Directed,737288,,3
4904,5575,Directed,737210,,2
4903,5575,Directed,737187,,3
4902,5575,Directed,737176,,2
4873,5575,Directed,736867,,2
4867,5575,Directed,736786,,3
4859,5575,Directed,736725,,1
4856,5575,Directed,736610,,3
4831,5575,Directed,736258,,1
4830,5575,Directed,736244,,1
4807,5575,Directed,735869,,2
4804,5575,Directed,735822,,1
4796,5575,Directed,735788,,1
4777,5575,Directed,735567,,2
4733,5575,Directed,734975,,5
4731,5575,Directed,734922,,1
4729,5575,Directed,734868,,3
4723,5575,Directed,734707,,2
4722,5575,Directed,734698,,1
